#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2023-06-07-10-35-17
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1685546826.278602	C9pbgU3bAdw1UP1aU7	10.10.10.249	56395	194.117.47.42	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685546826.064846	0
1685546868.786146	Cc6uqI1Wx9pE79JcS7	10.10.10.249	57399	88.157.128.22	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685546868.183022	0
1685546879.028244	CqQFzG4ETZsWFVJ8se	10.10.10.249	35455	91.209.16.78	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685546879.006557	0
1685546889.285136	CYYqwu3FMe6Y2eg5Z7	10.10.10.249	58147	91.209.16.78	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685546889.066370	0
1685546899.528811	CwrXZ24FrTVY3lFXZi	10.10.10.249	55390	195.22.17.7	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685546899.123092	0
1685546909.796963	CSqd6aSAqjN1Ol0o4	10.10.10.249	46900	193.136.164.4	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685546909.185537	0
1685546920.029066	CiWH6M3qrHL1OTdbBa	10.10.10.249	35119	193.136.152.72	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685546920.006744	0
1685546930.314961	CukV0baqVCdR1uFJ	10.10.10.249	52406	85.138.122.254	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685546930.073313	0
1685546940.528720	CMKtgB4vIsXgJmfW9h	10.10.10.249	58521	194.117.47.42	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685546940.123045	0
1685547015.047273	CMJPJQ8UpPI2pP7l2	10.10.10.249	41151	88.157.128.22	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547015.010988	0
1685547025.278577	C9dSX42ydOTlfIQmt2	10.10.10.249	39117	85.138.122.254	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547025.064838	0
1685547035.546687	CYQPjH2IDR5AXaP7c6	10.10.10.249	48629	195.22.17.7	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1685547035.127267	0
